node_id,growth_stage,terrace_elevation,slope_degree,bund_height_m,weather_forecast,moisture_pct,acoustic_velocity,ec_ds_m,temperature_c,humidity_pct,ml_label
T3-02154,tillering,3,15.5,0.65,sunny,8.73,1561.45,1.41,24.24,66.06,1
T3-02155,tillering,3,15.5,0.65,sunny,15.94,1531.1,1.46,25.72,49.33,0
T3-02156,seedling,3,15.5,0.65,heavy_rain,32.85,1531.82,1.3,29.87,82.15,0
T2-02157,seedling,2,14.0,0.5,cloudy,35.58,1530.4,0.62,19.37,83.05,0
T2-02158,seedling,2,14.0,0.5,cloudy,32.34,1552.32,1.06,31.93,89.51,0
T3-02159,seedling,3,15.5,0.65,cloudy,31.02,1553.46,0.65,28.53,71.0,0
T3-02160,maturity,3,15.5,0.65,heavy_rain,9.08,1529.16,0.72,26.6,78.43,0
T1-02161,maturity,1,12.5,0.45,heavy_rain,2.11,1575.64,0.59,27.69,73.99,1
T3-02162,tillering,3,15.5,0.65,sunny,6.87,1540.9,0.57,29.9,39.53,0
T1-02163,tillering,1,12.5,0.45,heavy_rain,47.87,1555.58,0.05,32.27,38.8,2
T2-02164,grain_filling,2,14.0,0.5,sunny,18.86,1516.71,0.98,20.28,93.47,0
T2-02165,seedling,2,14.0,0.5,sunny,27.49,1533.35,0.91,22.38,69.14,0
T1-02166,tillering,1,12.5,0.45,heavy_rain,13.65,1526.39,0.88,19.62,58.84,0
T1-02167,tillering,1,12.5,0.45,cloudy,9.19,1538.89,1.37,26.44,42.73,0
T2-02168,maturity,2,14.0,0.5,heavy_rain,8.4,1514.22,1.06,26.06,77.87,0
T3-02169,panicle_initiation,3,15.5,0.65,heavy_rain,22.59,1530.06,1.16,29.3,88.85,0
T2-02170,grain_filling,2,14.0,0.5,sunny,15.76,1559.36,1.55,35.1,76.15,0
T3-02171,maturity,3,15.5,0.65,sunny,11.32,1535.58,1.45,29.69,77.81,0
T1-02172,maturity,1,12.5,0.45,sunny,8.52,1534.29,0.7,30.93,66.4,0
T3-02173,seedling,3,15.5,0.65,heavy_rain,5.94,1548.72,0.58,27.48,52.94,1
T2-02174,grain_filling,2,14.0,0.5,sunny,20.5,1529.85,1.0,21.34,86.66,0
T3-02175,heading,3,15.5,0.65,sunny,27.08,1567.11,1.55,45.94,22.85,1
T2-02176,grain_filling,2,14.0,0.5,sunny,5.75,1552.81,0.83,25.97,69.58,1
T1-02177,grain_filling,1,12.5,0.45,cloudy,20.85,1522.4,1.91,24.91,69.04,0
T2-02178,tillering,2,14.0,0.5,heavy_rain,43.38,1550.47,0.43,26.67,73.1,2
T3-02179,panicle_initiation,3,15.5,0.65,sunny,24.57,1544.86,1.42,29.6,68.75,0
T1-02180,seedling,1,12.5,0.45,cloudy,33.73,1541.42,1.43,33.91,59.84,0
T3-02181,heading,3,15.5,0.65,sunny,26.98,1546.53,1.98,45.17,9.24,1
T2-02182,heading,2,14.0,0.5,heavy_rain,48.94,1532.33,0.26,28.37,56.13,2
T1-02183,seedling,1,12.5,0.45,sunny,27.54,1561.94,1.41,32.22,60.62,0
T2-02184,grain_filling,2,14.0,0.5,sunny,23.84,1517.74,1.04,21.83,85.93,0
T2-02185,heading,2,14.0,0.5,sunny,27.89,1543.2,1.13,42.86,23.07,1
T2-02186,panicle_initiation,2,14.0,0.5,cloudy,23.0,1548.8,1.03,30.89,88.95,0
T2-02187,panicle_initiation,2,14.0,0.5,cloudy,22.37,1527.94,0.48,19.58,40.01,0
T2-02188,heading,2,14.0,0.5,heavy_rain,41.88,1550.19,0.22,31.91,67.2,2
T2-02189,heading,2,14.0,0.5,sunny,28.31,1525.2,1.66,20.53,53.6,0
T3-02190,maturity,3,15.5,0.65,heavy_rain,2.57,1542.8,1.07,31.09,48.57,1
T3-02191,panicle_initiation,3,15.5,0.65,sunny,1.83,1550.86,0.89,19.42,50.25,1
T3-02192,grain_filling,3,15.5,0.65,sunny,23.73,1527.55,0.57,29.25,73.09,0
T2-02193,heading,2,14.0,0.5,sunny,24.95,1551.75,1.49,40.15,14.18,1
T2-02194,seedling,2,14.0,0.5,sunny,6.08,1553.89,0.59,31.45,83.42,1
T1-02195,seedling,1,12.5,0.45,heavy_rain,5.31,1537.95,0.79,26.79,56.57,1
T2-02196,grain_filling,2,14.0,0.5,cloudy,5.09,1562.2,1.07,27.7,57.59,1
T2-02197,maturity,2,14.0,0.5,sunny,11.42,1549.75,0.78,29.76,51.54,0
T2-02198,heading,2,14.0,0.5,cloudy,35.57,1533.06,1.07,24.6,84.05,0
T1-02199,heading,1,12.5,0.45,heavy_rain,9.07,1552.9,1.44,30.45,69.1,1
T1-02200,grain_filling,1,12.5,0.45,sunny,19.53,1549.45,1.64,27.12,76.9,0
T1-02201,maturity,1,12.5,0.45,cloudy,13.22,1534.98,1.15,23.57,71.27,0
T3-02202,heading,3,15.5,0.65,cloudy,23.96,1547.28,1.24,35.95,25.62,1
T1-02203,seedling,1,12.5,0.45,sunny,29.67,1566.15,0.69,32.82,46.33,0
T2-02204,panicle_initiation,2,14.0,0.5,heavy_rain,21.94,1546.75,1.61,33.2,55.68,0
T3-02205,heading,3,15.5,0.65,heavy_rain,31.76,1528.62,0.89,22.36,67.99,0
T1-02206,grain_filling,1,12.5,0.45,heavy_rain,46.94,1559.6,0.2,31.17,41.57,2
T1-02207,heading,1,12.5,0.45,heavy_rain,29.12,1537.17,1.32,26.86,37.65,0
T1-02208,maturity,1,12.5,0.45,cloudy,13.46,1506.19,1.69,22.18,69.18,0
T1-02209,maturity,1,12.5,0.45,cloudy,4.21,1567.93,1.02,31.91,45.06,1
T1-02210,seedling,1,12.5,0.45,cloudy,26.68,1536.25,1.18,26.41,60.89,0
T2-02211,tillering,2,14.0,0.5,cloudy,11.37,1547.05,1.79,36.68,81.69,0
T3-02212,tillering,3,15.5,0.65,heavy_rain,7.96,1551.19,1.79,34.36,65.58,0
T1-02213,panicle_initiation,1,12.5,0.45,sunny,5.03,1546.25,1.79,30.88,52.24,1
T1-02214,maturity,1,12.5,0.45,sunny,8.61,1534.91,1.96,27.99,67.16,0
T3-02215,panicle_initiation,3,15.5,0.65,heavy_rain,25.59,1545.82,0.56,32.01,69.69,0
T1-02216,maturity,1,12.5,0.45,cloudy,11.41,1531.82,1.81,19.61,76.61,0
T3-02217,maturity,3,15.5,0.65,heavy_rain,9.46,1562.99,1.65,30.48,76.88,0
T3-02218,panicle_initiation,3,15.5,0.65,cloudy,6.9,1537.85,1.83,15.8,77.72,1
T1-02219,grain_filling,1,12.5,0.45,sunny,20.83,1536.43,1.0,30.73,63.65,0
T1-02220,seedling,1,12.5,0.45,heavy_rain,24.08,1525.52,0.75,28.98,56.21,0
T1-02221,grain_filling,1,12.5,0.45,heavy_rain,3.99,1555.4,1.81,27.28,62.39,1
T3-02222,heading,3,15.5,0.65,cloudy,30.05,1533.44,1.86,23.11,64.31,0
T2-02223,seedling,2,14.0,0.5,heavy_rain,6.08,1565.18,0.53,23.65,41.79,1
T1-02224,panicle_initiation,1,12.5,0.45,heavy_rain,45.94,1533.55,0.3,32.81,82.44,2
T2-02225,tillering,2,14.0,0.5,cloudy,11.06,1522.37,1.43,26.51,76.36,0
T2-02226,tillering,2,14.0,0.5,heavy_rain,3.24,1545.65,0.55,30.49,78.73,0
T3-02227,seedling,3,15.5,0.65,cloudy,30.79,1538.35,1.15,31.09,42.45,0
T3-02228,tillering,3,15.5,0.65,sunny,6.59,1548.82,0.62,26.06,35.51,1
T3-02229,heading,3,15.5,0.65,sunny,31.75,1548.14,1.11,30.49,62.94,0
T2-02230,seedling,2,14.0,0.5,cloudy,31.31,1515.8,1.65,24.86,48.01,0
T3-02231,tillering,3,15.5,0.65,sunny,16.09,1521.83,1.83,22.71,89.68,0
T2-02232,panicle_initiation,2,14.0,0.5,cloudy,0.56,1548.42,1.35,29.27,62.33,1
T3-02233,seedling,3,15.5,0.65,sunny,31.7,1541.75,1.44,27.87,61.38,0
T3-02234,heading,3,15.5,0.65,heavy_rain,29.3,1523.19,0.78,29.91,67.41,0
T1-02235,grain_filling,1,12.5,0.45,cloudy,20.46,1523.48,1.67,20.55,76.55,0
T1-02236,heading,1,12.5,0.45,sunny,9.36,1541.01,0.96,35.77,74.18,1
T2-02237,grain_filling,2,14.0,0.5,heavy_rain,3.83,1571.89,1.31,28.87,63.07,1
T2-02238,maturity,2,14.0,0.5,heavy_rain,11.28,1517.8,1.99,20.93,51.92,0
T2-02239,grain_filling,2,14.0,0.5,cloudy,18.41,1561.56,1.25,34.29,72.68,0
T2-02240,grain_filling,2,14.0,0.5,sunny,18.28,1532.31,1.13,29.41,52.98,0
T2-02241,maturity,2,14.0,0.5,cloudy,16.13,1542.86,1.56,26.88,50.77,0
T1-02242,maturity,1,12.5,0.45,cloudy,14.27,1533.02,0.94,23.48,83.84,0
T2-02243,panicle_initiation,2,14.0,0.5,sunny,27.42,1530.21,0.97,26.17,53.75,0
T3-02244,maturity,3,15.5,0.65,sunny,2.13,1544.81,0.63,31.19,52.75,1
T3-02245,grain_filling,3,15.5,0.65,sunny,23.0,1545.95,1.68,28.21,51.68,0
T2-02246,grain_filling,2,14.0,0.5,heavy_rain,3.46,1566.15,1.63,25.01,88.53,1
T2-02247,heading,2,14.0,0.5,cloudy,22.75,1549.07,0.89,31.94,56.56,0
T2-02248,heading,2,14.0,0.5,cloudy,29.11,1533.15,1.05,21.65,81.28,0
T2-02249,seedling,2,14.0,0.5,sunny,26.32,1526.14,1.68,28.97,74.35,0
T1-02250,heading,1,12.5,0.45,sunny,28.19,1542.6,1.95,24.73,47.8,0
T1-02251,maturity,1,12.5,0.45,sunny,6.6,1565.63,1.17,27.39,43.31,1
T1-02252,grain_filling,1,12.5,0.45,cloudy,19.34,1531.82,1.26,24.61,75.07,0
T1-02253,maturity,1,12.5,0.45,sunny,9.24,1571.02,1.23,33.46,89.24,1
T1-02254,heading,1,12.5,0.45,heavy_rain,35.65,1557.83,1.84,40.11,16.1,1
T2-02255,maturity,2,14.0,0.5,heavy_rain,3.1,1556.91,1.43,34.1,63.97,1
T3-02256,grain_filling,3,15.5,0.65,sunny,29.56,1539.28,1.29,29.28,55.21,0
T2-02257,panicle_initiation,2,14.0,0.5,heavy_rain,6.62,1558.87,0.61,21.26,48.27,1
T1-02258,panicle_initiation,1,12.5,0.45,sunny,20.99,1552.61,1.66,34.03,45.72,0
T1-02259,tillering,1,12.5,0.45,sunny,11.67,1529.36,0.66,27.82,52.54,0
T2-02260,seedling,2,14.0,0.5,cloudy,33.44,1533.82,0.95,26.61,77.11,0
T2-02261,tillering,2,14.0,0.5,sunny,7.17,1538.33,0.92,24.88,55.18,0
T3-02262,panicle_initiation,3,15.5,0.65,heavy_rain,3.39,1577.45,1.8,27.1,38.5,1
T3-02263,panicle_initiation,3,15.5,0.65,cloudy,7.64,1560.59,0.51,29.0,65.16,1
T1-02264,heading,1,12.5,0.45,sunny,35.37,1542.77,0.85,25.87,88.47,0
T1-02265,tillering,1,12.5,0.45,cloudy,9.09,1534.74,1.23,27.14,88.1,0
T1-02266,tillering,1,12.5,0.45,sunny,2.55,1562.63,0.6,29.02,52.18,1
T2-02267,seedling,2,14.0,0.5,cloudy,29.14,1519.73,0.9,21.92,77.84,0
T1-02268,tillering,1,12.5,0.45,heavy_rain,12.86,1542.23,0.67,34.17,84.35,0
T1-02269,tillering,1,12.5,0.45,sunny,13.72,1546.67,0.81,30.72,56.02,0
T1-02270,panicle_initiation,1,12.5,0.45,heavy_rain,4.12,1555.63,1.74,28.0,56.26,1
T1-02271,seedling,1,12.5,0.45,cloudy,30.11,1518.32,0.91,24.89,60.75,0
T2-02272,heading,2,14.0,0.5,heavy_rain,44.45,1537.13,0.31,31.51,51.97,2
T2-02273,heading,2,14.0,0.5,sunny,7.53,1569.99,1.36,34.95,67.39,1
T3-02274,maturity,3,15.5,0.65,sunny,8.27,1547.44,1.78,31.98,78.71,0
T2-02275,tillering,2,14.0,0.5,heavy_rain,9.8,1541.89,0.48,35.89,87.17,0
T3-02276,panicle_initiation,3,15.5,0.65,heavy_rain,25.43,1538.35,1.3,26.6,68.21,0
T2-02277,heading,2,14.0,0.5,sunny,33.58,1532.85,1.67,30.55,88.64,0
T3-02278,maturity,3,15.5,0.65,heavy_rain,4.31,1556.5,2.0,21.13,78.78,1
T2-02279,grain_filling,2,14.0,0.5,cloudy,3.91,1560.52,0.61,31.44,81.85,1
T1-02280,panicle_initiation,1,12.5,0.45,cloudy,26.86,1538.77,1.13,30.13,69.49,0
T3-02281,grain_filling,3,15.5,0.65,cloudy,6.0,1565.8,1.78,24.12,55.7,1
T3-02282,seedling,3,15.5,0.65,cloudy,32.77,1550.49,0.91,30.49,57.45,0
T1-02283,maturity,1,12.5,0.45,sunny,3.92,1543.08,1.64,30.4,54.17,0
T2-02284,seedling,2,14.0,0.5,heavy_rain,26.36,1563.14,0.77,31.53,58.76,0
T2-02285,seedling,2,14.0,0.5,cloudy,30.47,1524.16,0.59,23.4,81.05,0
T1-02286,maturity,1,12.5,0.45,sunny,10.89,1524.9,1.16,22.96,85.95,0
T3-02287,seedling,3,15.5,0.65,heavy_rain,26.23,1527.05,0.68,22.04,58.71,0
T3-02288,panicle_initiation,3,15.5,0.65,cloudy,26.79,1549.8,1.46,35.08,63.59,0
T3-02289,heading,3,15.5,0.65,heavy_rain,35.71,1556.99,0.79,36.29,77.49,0
T3-02290,grain_filling,3,15.5,0.65,sunny,3.4,1551.32,0.63,29.63,75.21,1
T2-02291,seedling,2,14.0,0.5,cloudy,4.49,1549.57,0.96,26.08,60.05,1
T2-02292,seedling,2,14.0,0.5,cloudy,3.35,1552.68,0.64,30.85,83.1,1
T1-02293,tillering,1,12.5,0.45,sunny,3.1,1547.46,1.37,25.7,86.75,1
T2-02294,panicle_initiation,2,14.0,0.5,sunny,8.75,1560.39,1.51,22.04,94.15,1
T1-02295,panicle_initiation,1,12.5,0.45,cloudy,22.64,1526.79,1.86,30.2,46.48,0
T2-02296,panicle_initiation,2,14.0,0.5,heavy_rain,41.94,1541.85,0.24,32.62,84.37,2
T2-02297,heading,2,14.0,0.5,sunny,28.26,1544.9,1.94,32.7,58.29,0
T1-02298,heading,1,12.5,0.45,cloudy,33.93,1535.41,0.82,31.52,56.63,0
T3-02299,seedling,3,15.5,0.65,sunny,33.22,1542.63,0.92,31.54,63.88,0
T3-02300,maturity,3,15.5,0.65,sunny,8.58,1544.86,0.91,31.62,59.58,1
T3-02301,maturity,3,15.5,0.65,heavy_rain,5.81,1555.47,1.59,33.16,59.59,1
T1-02302,grain_filling,1,12.5,0.45,heavy_rain,44.07,1547.6,0.25,28.57,77.55,2
T1-02303,maturity,1,12.5,0.45,heavy_rain,43.92,1510.49,0.24,22.35,63.83,2
T2-02304,heading,2,14.0,0.5,heavy_rain,26.73,1552.89,1.15,34.74,14.15,1
T2-02305,panicle_initiation,2,14.0,0.5,heavy_rain,3.43,1543.49,1.21,24.68,43.59,1
T2-02306,heading,2,14.0,0.5,heavy_rain,44.47,1539.26,0.19,33.63,46.88,2
T2-02307,maturity,2,14.0,0.5,cloudy,2.57,1527.83,1.95,23.96,54.09,0
T1-02308,heading,1,12.5,0.45,sunny,25.15,1549.53,1.87,31.53,66.96,0
T3-02309,seedling,3,15.5,0.65,cloudy,26.97,1538.61,1.86,21.19,61.76,0
T1-02310,maturity,1,12.5,0.45,sunny,9.89,1542.52,1.15,29.81,43.66,0
T3-02311,grain_filling,3,15.5,0.65,heavy_rain,15.46,1523.67,1.15,23.85,60.99,0
T2-02312,maturity,2,14.0,0.5,heavy_rain,12.45,1533.18,1.93,29.81,65.28,0
T3-02313,maturity,3,15.5,0.65,sunny,5.71,1518.71,1.02,23.34,75.31,0
T2-02314,seedling,2,14.0,0.5,heavy_rain,33.11,1529.51,0.9,24.45,82.76,0
T3-02315,grain_filling,3,15.5,0.65,sunny,20.13,1536.86,0.71,25.29,50.05,0
T3-02316,maturity,3,15.5,0.65,cloudy,3.88,1566.24,1.63,22.79,41.52,1
T3-02317,seedling,3,15.5,0.65,cloudy,26.27,1524.93,1.25,20.82,46.03,0
T1-02318,maturity,1,12.5,0.45,sunny,7.49,1558.28,1.43,29.83,53.45,1
T1-02319,heading,1,12.5,0.45,heavy_rain,49.62,1537.02,0.24,30.23,90.66,2
T3-02320,seedling,3,15.5,0.65,cloudy,29.17,1545.73,1.87,27.61,80.33,0
T3-02321,tillering,3,15.5,0.65,cloudy,13.78,1515.96,1.06,21.53,41.79,0
T1-02322,maturity,1,12.5,0.45,sunny,1.76,1567.59,1.49,26.09,62.9,1
T2-02323,grain_filling,2,14.0,0.5,cloudy,6.96,1569.68,0.61,33.3,75.25,1
T1-02324,panicle_initiation,1,12.5,0.45,cloudy,1.37,1543.92,1.86,29.71,40.03,1
T3-02325,panicle_initiation,3,15.5,0.65,cloudy,22.05,1529.38,1.24,22.47,69.04,0
T3-02326,grain_filling,3,15.5,0.65,cloudy,23.3,1512.18,1.66,25.48,54.68,0
T3-02327,grain_filling,3,15.5,0.65,sunny,3.12,1547.75,1.21,28.46,62.09,1
T2-02328,grain_filling,2,14.0,0.5,cloudy,16.0,1522.0,1.63,25.5,62.96,0
T3-02329,panicle_initiation,3,15.5,0.65,cloudy,20.44,1533.46,0.76,29.01,72.26,0
T1-02330,heading,1,12.5,0.45,cloudy,31.86,1537.22,1.82,26.61,50.32,0
T1-02331,tillering,1,12.5,0.45,heavy_rain,44.41,1559.17,0.41,32.95,85.3,2
T1-02332,tillering,1,12.5,0.45,heavy_rain,9.83,1560.5,0.91,24.46,51.52,1
T2-02333,panicle_initiation,2,14.0,0.5,cloudy,26.73,1547.43,1.61,33.84,77.6,0
T3-02334,panicle_initiation,3,15.5,0.65,heavy_rain,23.47,1540.98,0.85,27.8,55.92,0
T2-02335,tillering,2,14.0,0.5,sunny,9.83,1511.91,1.06,19.42,84.7,0
T3-02336,panicle_initiation,3,15.5,0.65,heavy_rain,24.16,1529.61,2.02,25.18,66.12,0
T3-02337,panicle_initiation,3,15.5,0.65,heavy_rain,21.03,1519.28,0.9,24.48,54.57,0
T3-02338,tillering,3,15.5,0.65,heavy_rain,21.21,1531.73,1.54,25.2,38.26,0
T2-02339,heading,2,14.0,0.5,sunny,4.72,1561.07,1.03,22.71,50.94,1
T3-02340,tillering,3,15.5,0.65,cloudy,9.63,1547.12,0.97,33.59,47.92,0
T3-02341,seedling,3,15.5,0.65,sunny,30.91,1523.08,1.16,21.89,72.87,0
T3-02342,maturity,3,15.5,0.65,cloudy,10.22,1531.65,0.58,29.15,40.44,0
T2-02343,seedling,2,14.0,0.5,sunny,35.22,1559.78,1.23,33.37,55.07,0
T1-02344,panicle_initiation,1,12.5,0.45,cloudy,20.24,1518.4,1.02,22.45,42.58,0
T2-02345,heading,2,14.0,0.5,sunny,27.78,1538.73,1.03,28.53,68.02,0
T1-02346,seedling,1,12.5,0.45,sunny,37.28,1548.54,1.72,30.57,50.69,0
T2-02347,heading,2,14.0,0.5,sunny,1.28,1549.73,1.09,26.85,79.56,1
T2-02348,grain_filling,2,14.0,0.5,sunny,24.58,1541.4,1.54,31.04,62.61,0
T3-02349,heading,3,15.5,0.65,cloudy,4.19,1559.6,1.91,21.25,51.5,1
T1-02350,maturity,1,12.5,0.45,sunny,11.87,1529.35,0.77,29.94,43.06,0
T3-02351,seedling,3,15.5,0.65,heavy_rain,7.94,1548.86,0.6,22.33,79.13,1
T1-02352,grain_filling,1,12.5,0.45,heavy_rain,2.38,1551.55,1.24,20.32,51.65,1
T1-02353,heading,1,12.5,0.45,heavy_rain,28.98,1552.51,1.93,36.5,18.47,1
T1-02354,grain_filling,1,12.5,0.45,cloudy,19.05,1514.35,1.26,20.52,75.02,0
T3-02355,seedling,3,15.5,0.65,sunny,8.04,1538.5,1.32,24.95,47.12,1
T2-02356,seedling,2,14.0,0.5,cloudy,8.63,1537.38,0.57,20.11,47.03,1
T3-02357,seedling,3,15.5,0.65,cloudy,2.06,1562.92,1.85,21.52,60.82,1
T2-02358,grain_filling,2,14.0,0.5,heavy_rain,14.37,1545.3,1.37,34.02,65.79,0
T1-02359,heading,1,12.5,0.45,sunny,31.93,1549.38,1.92,32.52,83.93,0
T3-02360,maturity,3,15.5,0.65,cloudy,10.05,1555.16,0.69,31.27,66.6,0
T3-02361,seedling,3,15.5,0.65,sunny,21.42,1547.92,1.24,34.18,73.61,0
T1-02362,seedling,1,12.5,0.45,heavy_rain,30.79,1560.66,1.55,32.64,42.59,0
T1-02363,panicle_initiation,1,12.5,0.45,heavy_rain,27.04,1528.96,1.57,22.37,67.39,0
T2-02364,grain_filling,2,14.0,0.5,heavy_rain,2.24,1550.43,0.71,23.46,75.59,1
T2-02365,grain_filling,2,14.0,0.5,heavy_rain,44.63,1532.28,0.12,25.99,48.17,2
T1-02366,grain_filling,1,12.5,0.45,sunny,0.19,1563.77,0.97,34.41,51.39,1
T3-02367,tillering,3,15.5,0.65,cloudy,4.41,1554.34,0.87,23.57,84.84,1
T3-02368,grain_filling,3,15.5,0.65,sunny,20.37,1544.74,1.58,30.82,64.99,0
T3-02369,heading,3,15.5,0.65,heavy_rain,26.36,1542.27,1.16,24.95,90.81,0
T2-02370,panicle_initiation,2,14.0,0.5,sunny,20.8,1554.53,1.2,28.2,47.59,0
T1-02371,panicle_initiation,1,12.5,0.45,sunny,24.97,1551.25,1.79,30.18,80.4,0
T1-02372,seedling,1,12.5,0.45,heavy_rain,46.55,1529.55,0.05,20.24,83.52,2
T2-02373,heading,2,14.0,0.5,cloudy,30.58,1519.56,1.21,23.11,80.18,0
T3-02374,tillering,3,15.5,0.65,sunny,12.8,1531.4,0.9,27.57,84.51,0
T1-02375,panicle_initiation,1,12.5,0.45,heavy_rain,2.88,1540.47,1.95,27.66,89.98,1
T3-02376,seedling,3,15.5,0.65,sunny,4.73,1549.84,0.83,23.09,44.3,1
T1-02377,tillering,1,12.5,0.45,heavy_rain,4.24,1551.89,1.39,30.05,80.08,1
T3-02378,grain_filling,3,15.5,0.65,cloudy,22.49,1535.25,0.99,30.41,58.7,0
T1-02379,grain_filling,1,12.5,0.45,heavy_rain,42.16,1538.85,0.21,23.78,45.0,2
T3-02380,tillering,3,15.5,0.65,cloudy,6.71,1524.03,1.82,25.29,77.26,0
T1-02381,maturity,1,12.5,0.45,heavy_rain,8.12,1517.47,0.68,21.83,60.83,0
T2-02382,maturity,2,14.0,0.5,sunny,10.49,1562.82,0.79,34.01,48.39,1
T1-02383,tillering,1,12.5,0.45,cloudy,12.76,1513.82,1.58,25.06,70.98,0
T2-02384,panicle_initiation,2,14.0,0.5,cloudy,3.3,1539.82,1.15,34.66,72.86,1
T3-02385,seedling,3,15.5,0.65,sunny,27.01,1533.87,1.92,31.57,79.76,0
T2-02386,heading,2,14.0,0.5,sunny,33.25,1543.76,1.87,30.65,49.53,0
T3-02387,maturity,3,15.5,0.65,sunny,13.15,1540.99,1.26,30.33,85.95,0
T1-02388,tillering,1,12.5,0.45,heavy_rain,45.76,1537.29,0.4,35.18,59.29,2
T1-02389,seedling,1,12.5,0.45,sunny,4.47,1539.42,0.47,32.03,79.55,1
T3-02390,seedling,3,15.5,0.65,cloudy,6.31,1555.97,1.78,34.73,61.86,1
T2-02391,heading,2,14.0,0.5,cloudy,29.94,1530.64,0.6,40.84,13.25,1
T1-02392,heading,1,12.5,0.45,heavy_rain,2.4,1569.31,0.81,33.0,58.82,1
T1-02393,heading,1,12.5,0.45,heavy_rain,41.15,1539.99,0.08,28.8,85.12,2
T3-02394,maturity,3,15.5,0.65,heavy_rain,11.9,1546.36,1.42,30.92,79.69,0
T2-02395,seedling,2,14.0,0.5,cloudy,7.3,1568.15,0.86,26.29,77.9,1
T3-02396,heading,3,15.5,0.65,heavy_rain,27.87,1519.96,1.26,23.28,42.43,0
T2-02397,maturity,2,14.0,0.5,cloudy,13.79,1558.75,1.65,34.79,43.03,0
T1-02398,heading,1,12.5,0.45,heavy_rain,25.81,1551.0,0.99,35.99,10.49,1
T1-02399,seedling,1,12.5,0.45,heavy_rain,30.91,1550.17,1.17,29.74,42.8,0
T2-02400,seedling,2,14.0,0.5,heavy_rain,26.38,1536.06,0.65,18.54,47.15,0
T1-02401,tillering,1,12.5,0.45,cloudy,3.91,1535.14,1.41,22.75,63.33,0
T3-02402,grain_filling,3,15.5,0.65,heavy_rain,20.32,1534.45,1.25,23.87,85.4,0
T1-02403,maturity,1,12.5,0.45,cloudy,9.24,1527.37,1.32,22.29,70.52,0
T2-02404,grain_filling,2,14.0,0.5,sunny,21.67,1525.73,1.87,17.8,48.89,0
T2-02405,panicle_initiation,2,14.0,0.5,cloudy,6.24,1555.03,1.9,29.02,79.36,1
T2-02406,grain_filling,2,14.0,0.5,heavy_rain,41.08,1543.1,0.22,28.91,68.99,2
T2-02407,panicle_initiation,2,14.0,0.5,heavy_rain,4.18,1534.08,1.04,33.52,87.21,1
T1-02408,seedling,1,12.5,0.45,heavy_rain,4.38,1574.87,0.93,25.23,95.92,1
T3-02409,heading,3,15.5,0.65,cloudy,26.12,1541.36,1.9,28.63,74.46,0
T1-02410,seedling,1,12.5,0.45,heavy_rain,42.3,1526.23,0.26,26.18,59.08,2
T2-02411,heading,2,14.0,0.5,heavy_rain,27.02,1541.03,1.88,28.07,53.36,0
T3-02412,tillering,3,15.5,0.65,heavy_rain,10.21,1547.47,1.12,34.88,72.44,0
T2-02413,maturity,2,14.0,0.5,sunny,0.0,1548.06,1.01,28.0,68.01,1
T1-02414,maturity,1,12.5,0.45,heavy_rain,9.6,1528.19,1.01,22.71,44.73,0
T2-02415,panicle_initiation,2,14.0,0.5,sunny,4.73,1553.95,1.11,25.76,62.48,1
T1-02416,seedling,1,12.5,0.45,sunny,6.62,1555.32,0.87,18.58,84.48,1
T1-02417,seedling,1,12.5,0.45,cloudy,29.89,1530.55,0.99,21.33,83.07,0
T3-02418,tillering,3,15.5,0.65,cloudy,5.14,1532.63,0.52,24.54,84.44,1
T1-02419,maturity,1,12.5,0.45,cloudy,6.24,1528.16,1.96,24.59,64.56,0
T3-02420,maturity,3,15.5,0.65,sunny,12.32,1548.65,0.72,30.71,74.35,0
T1-02421,grain_filling,1,12.5,0.45,sunny,19.5,1525.78,0.61,24.65,51.99,0
T2-02422,tillering,2,14.0,0.5,heavy_rain,17.46,1544.21,1.27,27.73,65.94,0
T2-02423,seedling,2,14.0,0.5,heavy_rain,32.4,1548.62,1.64,26.76,54.45,0
T2-02424,heading,2,14.0,0.5,sunny,28.4,1547.25,1.84,29.61,87.52,0
T3-02425,seedling,3,15.5,0.65,heavy_rain,27.86,1546.75,0.87,31.16,60.08,0
T1-02426,tillering,1,12.5,0.45,cloudy,5.83,1539.56,1.49,26.93,83.04,0
T3-02427,tillering,3,15.5,0.65,sunny,6.88,1550.34,1.13,31.43,79.97,1
T2-02428,heading,2,14.0,0.5,cloudy,27.7,1542.54,1.66,32.14,54.09,0
T3-02429,grain_filling,3,15.5,0.65,cloudy,18.47,1542.21,1.23,22.28,79.76,0
T2-02430,tillering,2,14.0,0.5,heavy_rain,0.02,1545.12,0.75,29.87,76.05,1
T3-02431,grain_filling,3,15.5,0.65,sunny,16.0,1543.46,1.87,23.9,74.6,0
T3-02432,seedling,3,15.5,0.65,cloudy,28.6,1528.08,1.78,28.68,73.9,0
T1-02433,tillering,1,12.5,0.45,heavy_rain,44.81,1533.31,0.05,21.37,53.19,2
T3-02434,grain_filling,3,15.5,0.65,heavy_rain,17.38,1533.52,0.86,26.93,88.68,0
T1-02435,grain_filling,1,12.5,0.45,cloudy,0.0,1539.88,0.62,32.96,52.98,1
T2-02436,panicle_initiation,2,14.0,0.5,heavy_rain,3.28,1548.03,1.84,33.43,84.28,1
